No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
164,ENPH,Enphase Energy Inc,Technology,Solar,USA,14244.83,114.96,105.19,-4.09%,2866696,22.11,7.16,10.03,16.1,8.65,48.02,-41.56%,84.56%,,16.05%,53.38%,,3.91%,13.96%,6.17%,4.23,3.9,1.38,1.49,45.29%,6.92%,9.12%,7/23/2024 4:30:00 PM,135.72,130.46,3.66%,-7.57%,81.58%,8.33%,11.16%,3.5,4153.99,-11.86%,6.07%,-0.82%,-0.24%,-25.23%,-20.40%,6.59%,5.85%,2.1,0.69,1.72,6.91,-4.59%,-8.64%,-6.20%,-27.70%,43.14%,44.61,0.11%,-4.20%
165,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,70643.35,9.49,122.92,-0.15%,6668928,9.95,1.76,2.93,2.4,13.01,13.97,2.92%,2.64%,17.16%,5.40%,16.89%,3.15%,17.29%,27.06%,23.13%,2.12,1.89,0.11,0.14,45.64%,36.87%,31.10%,8/1/2024 4:30:00 PM,580.86,573.24,0.26%,-1.09%,93.87%,-0.44%,1.77%,3.45,2939.18,-3.33%,-3.04%,-6.74%,9.17%,-4.26%,1.63%,3.16%,2.28%,2.09,2.27,1.28,3.04,-3.59%,-1.48%,-0.30%,-11.99%,12.83%,40.36,-1.41%,1.28%
166,EPAM,EPAM Systems Inc,Technology,Information Technology Services,USA,12115.15,28.61,208.99,-2.77%,452643,19.14,4.27,2.61,3.48,5.91,20.96,-4.67%,8.13%,10.74%,6.70%,21.46%,,10.21%,13.05%,11.94%,4.68,4.68,0.04,0.05,27.85%,10.67%,9.28%,8/8/2024 8:30:00 AM,57.79,56.05,3.33%,-2.92%,93.41%,2.94%,1.85%,1.28,806.2,-0.98%,12.64%,-12.26%,-26.82%,-11.78%,-29.71%,3.25%,3.06%,2.19,0.56,1.45,6.6,2.94%,10.32%,-15.65%,-34.18%,23.35%,57.14,-1.84%,-0.94%
167,EQIX,Equinix Inc,Real Estate,REIT - Specialty,USA,76559.15,80.94,806.65,-0.56%,379113,68.57,7.23,9.21,6.22,50.04,464.64,1.16%,12.80%,17.74%,11.20%,10.07%,2.13%,2.98%,7.74%,3.33%,,,1.3,1.4,41.96%,2.04%,11.32%,8/7/2024 4:30:00 PM,94.91,94.61,0.31%,-8.21%,98.07%,0.70%,1.70%,2.95,545.43,4.43%,7.70%,15.45%,-4.69%,0.13%,0.16%,2.51%,2.25%,1.5,0.7,0.69,17.98,2.47%,4.52%,1.97%,-11.83%,19.01%,59.35,-0.50%,-0.06%
168,EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,USA,26611.27,28.36,70.22,-0.64%,3207486,42.69,,9.13,2.43,694.81,22.01,-10.05%,-16.89%,16.28%,-1.06%,2.19%,3.82%,4.80%,8.70%,5.22%,,,0.66,0.68,9.89%,7.42%,32.71%,7/29/2024 4:30:00 PM,379.29,371.61,1.94%,-0.29%,98.63%,-0.46%,1.47%,3.13,1747.19,-0.78%,4.05%,7.11%,15.19%,6.68%,14.81%,2.70%,2.11%,2.26,1.84,0.9,1.49,1.27%,3.78%,12.74%,-2.17%,33.57%,56.28,-0.47%,-0.17%
169,EQT,EQT Corp,Energy,Oil & Gas E&P,USA,13941.0,20.02,31.57,-6.01%,9077431,8.67,1.33,3.05,0.92,465.17,32.66,-33.78%,140.20%,,15.00%,25.36%,2.00%,3.03%,5.13%,3.47%,0.73,0.73,0.33,0.33,2.35%,-5.94%,15.22%,7/23/2024 4:30:00 PM,419.9,413.46,6.37%,-0.29%,98.48%,1.07%,10.31%,5.4,7897.76,-7.99%,-14.77%,-20.04%,-9.95%,-22.74%,-18.34%,3.51%,2.93%,1.87,1.15,1.07,1.1,-11.23%,-16.73%,-17.02%,-30.20%,-1.56%,21.49,-4.97%,-1.10%
170,ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA,23639.5,,67.11,1.57%,2955862,13.98,,2.08,1.62,91.2,,5.09%,5.27%,,4.20%,7.53%,4.26%,-0.74%,-2.72%,-0.23%,0.77,0.68,1.74,1.94,30.77%,22.35%,-0.81%,7/31/2024 4:30:00 PM,352.25,351.23,0.29%,-1.56%,83.01%,0.33%,1.30%,2.19,2074.05,4.05%,17.10%,10.47%,19.92%,-3.85%,8.73%,2.67%,2.16%,2.19,1.43,0.61,1.45,9.22%,12.80%,14.62%,-4.80%,28.98%,74.61,-1.24%,2.85%
171,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,USA,18088.21,34.89,281.66,-1.41%,590042,49.57,,10.58,3.3,281.97,19.77,28.94%,-30.28%,1.37%,-0.39%,3.70%,3.44%,4.19%,9.37%,4.39%,,,1.16,1.16,35.37%,39.82%,30.31%,7/30/2024 4:30:00 PM,64.2,63.72,0.77%,-3.63%,99.12%,0.32%,1.25%,2.23,355.41,-1.77%,4.47%,12.75%,18.54%,15.14%,13.60%,3.29%,2.27%,2.56,1.66,0.88,6.61,0.13%,2.83%,15.26%,-3.66%,38.17%,52.17,-1.41%,-0.00%
172,ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,112047.95,30.82,280.26,-5.92%,4527604,23.52,2.03,4.64,5.81,40.29,37.11,16.66%,12.01%,10.32%,15.17%,1.98%,1.29%,9.59%,19.64%,12.84%,1.56,1.07,0.48,0.55,37.52%,17.99%,15.12%,8/1/2024 8:30:00 AM,399.4,398.86,0.24%,-19.47%,85.93%,0.19%,1.09%,1.92,2269.11,-5.89%,-11.98%,-11.10%,5.93%,28.05%,16.38%,4.41%,3.07%,1.88,2.0,1.01,12.04,-10.35%,-12.32%,0.08%,-18.81%,46.11%,35.1,-3.36%,-2.65%
173,ETR,Entergy Corp.,Utilities,Utilities - Regulated Electric,USA,25795.63,14.44,120.8,-0.02%,2484612,15.65,2.12,2.14,1.77,19.04,,6.55%,7.01%,19.11%,6.80%,2.63%,3.80%,2.91%,12.63%,4.33%,0.9,0.58,1.78,1.94,27.43%,20.75%,14.74%,8/1/2024 8:30:00 AM,213.54,212.87,0.31%,-3.32%,91.74%,0.49%,1.46%,1.91,1624.79,6.31%,14.45%,12.73%,18.44%,19.13%,19.38%,2.96%,1.89%,1.95,1.53,0.71,2.39,9.24%,10.66%,16.54%,-0.31%,38.69%,79.39,-1.50%,1.51%
174,ETSY,Etsy Inc,Consumer Cyclical,Internet Retail,USA,6939.8,27.57,59.35,-1.35%,3774116,22.01,1.81,2.5,,6.94,10.05,5.28%,14.32%,29.72%,15.20%,39.73%,,11.45%,-1224.50%,16.43%,2.41,2.41,,,70.78%,13.42%,10.36%,7/31/2024 4:30:00 PM,119.07,115.88,0.90%,-6.51%,105.70%,-3.70%,12.90%,4.25,3520.03,-4.69%,1.92%,0.19%,-18.27%,-38.22%,-26.77%,3.85%,3.74%,2.76,1.07,1.99,2.45,-3.12%,-3.28%,-13.21%,-39.09%,7.75%,43.89,0.29%,-1.63%
175,EVRG,Evergy Inc,Utilities,Utilities - Regulated Electric,USA,13832.59,19.47,60.16,0.69%,2928704,14.74,3.24,2.49,1.44,217.15,,8.37%,6.39%,4.86%,6.00%,5.61%,4.32%,2.33%,7.44%,3.34%,0.57,0.32,1.21,1.41,30.42%,22.88%,12.82%,8/9/2024 8:30:00 AM,229.73,226.29,1.58%,0.00%,84.23%,0.13%,3.15%,4.09,1741.83,6.01%,14.68%,12.34%,16.25%,0.75%,15.25%,2.14%,1.51%,2.36,1.68,0.59,0.96,8.43%,11.03%,15.52%,0.35%,28.23%,83.87,-0.46%,1.15%
176,EW,Edwards Lifesciences Corp,Healthcare,Medical Devices,USA,36643.99,25.04,60.83,-1.67%,6789418,21.31,2.68,6.11,4.93,18.38,64.09,8.32%,5.01%,15.35%,9.34%,10.28%,,15.44%,21.35%,18.17%,3.71,2.87,0.09,0.09,76.52%,27.21%,24.55%,7/24/2024 4:30:00 PM,601.1,592.73,1.61%,-3.35%,84.80%,-0.08%,1.30%,1.9,4052.95,-2.47%,-33.21%,-28.49%,-22.72%,-24.32%,-20.22%,3.46%,3.38%,2.21,1.68,1.12,3.35,-25.29%,-29.16%,-25.24%,-36.71%,3.22%,20.21,-1.43%,-0.24%
177,EXC,Exelon Corp.,Utilities,Utilities - Regulated Electric,USA,38771.16,15.99,38.77,1.33%,9077691,14.79,1.58,1.7,1.48,26.48,,2.60%,7.33%,2.40%,10.10%,-6.69%,3.98%,2.38%,9.46%,3.48%,1.03,0.93,1.66,1.77,25.09%,18.21%,10.65%,8/1/2024 8:30:00 AM,999.0,998.35,0.17%,0.00%,83.92%,0.35%,1.87%,2.58,7243.17,5.50%,11.63%,2.32%,10.71%,-6.58%,7.99%,2.17%,1.66%,2.65,1.25,0.51,0.65,7.80%,7.89%,5.21%,-8.03%,16.27%,78.1,0.13%,1.20%
178,EXPD,"Expeditors International Of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,17392.11,26.1,123.13,-2.65%,937711,23.26,17.4,1.95,7.91,12.69,24.01,0.06%,5.60%,7.60%,1.50%,9.58%,1.30%,14.17%,26.06%,26.17%,1.7,1.7,0.21,0.26,15.87%,9.86%,7.81%,8/6/2024 8:30:00 AM,143.87,140.23,0.73%,-1.69%,99.92%,0.02%,2.93%,2.88,1427.92,-0.85%,-0.58%,8.09%,-0.45%,-1.04%,-3.20%,2.12%,2.23%,3.53,0.66,0.96,2.79,0.60%,0.29%,2.05%,-6.13%,15.04%,49.89,-1.59%,-1.08%
179,EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,USA,15298.96,21.67,115.49,-4.93%,3051120,7.93,1.12,1.17,17.33,2.0,9.43,21.49%,23.76%,14.85%,19.30%,12.34%,,3.24%,59.29%,10.84%,0.79,0.79,7.37,7.37,82.07%,11.62%,6.18%,8/8/2024 4:30:00 PM,131.52,125.83,5.01%,-0.23%,94.89%,-3.43%,5.01%,2.65,2378.46,-8.25%,-7.05%,-15.14%,-23.78%,-2.13%,-23.91%,3.19%,2.96%,2.21,1.28,1.79,4.21,-11.06%,-6.83%,-11.55%,-27.84%,24.88%,32.81,-0.87%,-4.10%
180,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,34957.85,43.08,164.95,3.18%,1446376,36.36,7.18,11.08,2.47,454.18,24.13,-12.71%,9.63%,7.68%,6.00%,16.87%,3.97%,4.00%,9.21%,3.10%,,,0.83,0.83,49.29%,44.21%,25.43%,7/30/2024 4:30:00 PM,211.28,209.04,1.36%,-0.45%,100.96%,0.48%,2.02%,4.49,940.16,0.21%,6.97%,18.00%,12.93%,20.53%,2.88%,3.18%,2.47%,2.67,1.54,0.86,4.26,2.16%,6.30%,15.40%,-3.80%,63.01%,58.62,3.16%,0.02%
181,F,Ford Motor Co.,Consumer Cyclical,Auto Manufacturers,USA,39871.76,10.55,10.03,-6.17%,110576177,5.22,,0.22,0.92,1.15,7.56,-6.39%,2.09%,3.18%,-2.35%,2.68%,6.70%,1.41%,8.79%,2.64%,1.17,1.0,2.34,3.51,8.06%,2.18%,2.13%,7/24/2024 8:30:00 AM,3902.77,3894.67,2.03%,-0.10%,56.84%,0.47%,2.90%,2.12,53437.67,-10.37%,-22.07%,-19.70%,-15.90%,-21.96%,-16.52%,3.55%,3.08%,2.54,2.07,1.62,0.47,-22.35%,-19.34%,-15.80%,-32.46%,5.67%,22.25,-4.93%,-1.31%
182,FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,33716.96,10.66,189.06,-4.62%,1999234,9.23,1.36,3.87,1.99,37.5,10.62,4.32%,9.04%,16.56%,7.85%,44.77%,4.35%,11.09%,19.60%,13.47%,0.92,0.89,0.39,0.39,56.85%,53.68%,36.45%,8/5/2024 4:30:00 PM,178.72,177.41,0.52%,-12.60%,91.84%,-0.34%,3.38%,4.5,1332.59,-5.83%,-8.64%,-3.82%,25.94%,33.15%,24.02%,3.25%,2.50%,1.63,1.5,1.89,5.34,-7.07%,-4.60%,6.47%,-11.86%,36.60%,35.1,-3.05%,-1.62%
183,FAST,Fastenal Co.,Industrials,Industrial Distribution,USA,38539.35,33.51,67.3,-0.16%,3847400,30.5,5.29,5.2,11.02,150.84,33.64,1.30%,7.84%,9.01%,6.33%,8.22%,2.26%,25.10%,33.51%,30.29%,4.39,2.29,0.09,0.15,43.26%,20.47%,15.54%,7/12/2024 8:30:00 AM,571.98,571.49,0.20%,-3.63%,82.04%,-0.62%,2.79%,4.76,3352.27,-4.36%,7.35%,-1.16%,-3.64%,17.02%,3.91%,2.67%,2.41%,3.13,1.15,1.01,1.61,-0.15%,2.61%,1.06%,-14.85%,25.81%,49.68,-0.16%,0.00%
184,FCX,Freeport-McMoRan Inc,Basic Materials,Copper,USA,60289.49,31.57,41.97,-3.80%,17151377,18.72,3.06,2.46,3.55,9.57,40.25,7.43%,35.51%,-6.56%,10.30%,7.03%,1.44%,3.64%,11.43%,7.37%,2.4,1.34,0.5,0.54,30.67%,27.50%,7.84%,7/23/2024 8:30:00 AM,1435.0,1425.15,0.79%,-3.81%,84.24%,-0.48%,1.39%,1.53,12923.67,-6.73%,-17.02%,-13.83%,4.76%,-0.74%,-0.94%,3.04%,2.87%,1.91,1.33,1.9,1.6,-11.68%,-14.47%,-3.25%,-23.90%,28.47%,29.39,-3.03%,-0.80%
185,FDS,Factset Research Systems Inc.,Financial,Financial Data & Stock Exchanges,USA,15769.86,31.26,414.56,1.43%,207710,23.75,3.79,7.24,8.35,30.21,24.88,12.18%,6.94%,12.16%,8.25%,9.18%,0.98%,12.76%,28.81%,15.47%,1.28,1.28,0.75,0.87,53.26%,33.98%,23.55%,6/21/2024 8:30:00 AM,38.03,37.96,0.21%,-37.12%,95.24%,0.94%,5.72%,7.43,291.88,-0.19%,-0.53%,-2.08%,-14.45%,-4.50%,-13.10%,1.70%,2.30%,3.33,0.71,0.74,9.43,-1.34%,-0.54%,-6.56%,-15.16%,5.80%,48.0,1.25%,0.18%
186,FDX,Fedex Corp,Industrials,Integrated Freight & Logistics,USA,71408.89,16.96,292.3,-1.86%,2252728,12.0,1.08,0.81,2.59,10.98,22.77,18.85%,15.12%,53.32%,15.63%,5.13%,1.84%,4.97%,16.12%,6.89%,1.36,1.32,1.28,1.37,21.61%,7.25%,4.93%,6/25/2024 4:30:00 PM,244.3,222.74,8.83%,-1.22%,81.84%,1.79%,1.80%,2.27,1768.24,-2.61%,-0.48%,11.55%,20.81%,10.11%,15.55%,1.94%,1.81%,1.83,1.27,1.18,6.33,-2.91%,5.84%,12.23%,-6.86%,30.09%,48.21,-0.23%,-1.63%
187,FE,Firstenergy Corp.,Utilities,Utilities - Regulated Electric,USA,24580.27,28.1,42.68,-0.09%,4172288,14.77,4.46,1.86,1.97,238.64,,5.62%,6.86%,11.68%,6.30%,2.83%,3.94%,1.82%,7.78%,2.62%,0.51,0.43,1.67,1.92,26.23%,17.19%,6.61%,7/30/2024 4:30:00 PM,575.92,575.08,0.15%,0.00%,92.02%,-0.34%,1.97%,4.64,2439.16,4.25%,11.03%,9.18%,14.36%,10.51%,16.42%,2.04%,1.49%,2.17,1.71,0.48,0.67,6.76%,8.53%,12.66%,-0.28%,32.63%,84.19,-1.32%,1.24%
188,FFIV,F5 Inc,Technology,Software - Infrastructure,USA,11252.53,20.63,191.99,-1.79%,518850,13.64,2.08,4.05,3.72,12.03,16.17,12.37%,7.07%,-2.18%,9.90%,5.45%,,10.51%,19.53%,17.12%,1.36,1.31,0.07,0.07,83.39%,23.42%,19.94%,7/29/2024 4:30:00 PM,59.21,58.18,0.74%,-5.59%,94.11%,3.00%,4.24%,4.41,559.94,8.26%,12.61%,15.61%,3.30%,20.82%,7.27%,3.39%,2.30%,2.94,0.93,1.07,5.47,7.21%,10.94%,9.46%,-6.76%,32.00%,62.39,-0.37%,-1.42%
189,FI,"Fiserv, Inc.",Technology,Information Technology Services,USA,91495.01,27.56,158.92,-1.53%,3082194,15.67,1.79,4.63,3.26,76.56,23.19,16.19%,16.09%,11.66%,15.40%,29.39%,,4.04%,11.87%,6.57%,1.06,1.06,0.87,0.91,60.97%,27.24%,17.45%,7/24/2024 8:30:00 AM,594.0,571.25,0.78%,-3.98%,95.66%,-0.56%,1.32%,3.06,2458.89,-0.64%,6.81%,6.54%,10.41%,27.59%,19.63%,1.89%,1.85%,1.52,1.25,0.93,3.07,1.42%,4.34%,11.14%,-4.01%,45.64%,54.97,-0.72%,-0.82%
190,FICO,Fair Isaac Corp.,Technology,Software - Application,USA,39241.32,84.14,1600.38,1.36%,144729,54.7,3.67,23.73,,251.48,69.78,20.06%,23.63%,33.07%,22.90%,8.76%,,29.06%,,36.98%,1.87,1.87,,,79.28%,42.47%,28.94%,7/31/2024 4:30:00 PM,24.77,23.88,2.62%,-7.74%,90.09%,-0.60%,3.45%,4.37,188.53,-0.35%,4.60%,37.33%,28.73%,94.65%,37.49%,4.02%,2.92%,2.62,0.77,1.34,48.42,1.03%,8.98%,28.75%,-4.09%,97.51%,59.23,3.44%,-2.02%
191,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,41362.75,,74.36,-0.97%,2291199,13.43,,3.69,2.32,12.42,9.2,48.14%,10.87%,,-0.60%,5.16%,1.90%,-12.91%,-27.73%,-23.67%,1.52,1.52,0.59,0.63,39.37%,21.27%,-60.44%,8/6/2024 8:30:00 AM,583.0,555.84,0.07%,0.39%,98.92%,-2.25%,2.13%,3.15,3756.2,-1.74%,-1.91%,7.10%,18.28%,24.95%,23.79%,1.87%,1.80%,2.03,0.61,1.08,1.47,-1.63%,-1.98%,11.85%,-5.55%,58.51%,43.41,-0.13%,-0.84%
192,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,27053.78,12.64,39.55,-2.90%,7435312,11.01,7.44,2.04,1.57,,8.46,0.83%,10.69%,1.03%,1.70%,12.07%,3.63%,1.10%,12.48%,6.07%,0.31,,0.85,1.03,,21.59%,16.29%,7/19/2024 8:30:00 AM,681.12,679.63,0.65%,-4.10%,86.68%,-0.12%,3.62%,5.79,4253.24,-6.43%,7.53%,7.21%,17.08%,39.41%,14.67%,2.48%,2.55%,2.0,1.75,1.24,1.05,-0.90%,4.69%,15.71%,-7.83%,75.86%,49.24,-0.36%,-2.55%
193,FMC,FMC Corp.,Basic Materials,Agricultural Inputs,USA,7762.56,5.63,62.19,-3.34%,2401247,13.2,1.25,1.9,1.7,16.46,19.29,-11.20%,40.39%,23.66%,4.49%,1.86%,3.77%,12.16%,37.01%,17.96%,1.48,1.07,0.69,0.95,39.11%,15.39%,33.87%,7/31/2024 4:30:00 PM,124.76,123.84,0.79%,0.18%,102.66%,1.62%,6.72%,4.06,2049.19,4.35%,11.73%,2.74%,0.08%,-33.00%,-1.36%,4.59%,3.58%,2.1,1.17,0.83,2.65,6.93%,7.16%,6.55%,-34.06%,25.66%,59.6,2.30%,-5.52%
194,FOX,Fox Corporation,Communication Services,Entertainment,USA,16279.54,10.92,34.88,-0.91%,995958,9.21,,1.17,1.55,4.29,15.06,-5.87%,14.66%,-7.92%,,6.98%,1.52%,7.06%,15.02%,8.36%,3.24,2.94,0.76,0.77,31.92%,17.49%,11.19%,8/6/2024 8:30:00 AM,235.58,132.01,71.72%,-0.03%,27.71%,,2.49%,3.3,995.01,-0.11%,7.52%,19.25%,15.80%,11.58%,26.15%,1.66%,1.66%,2.44,1.0,0.81,0.57,2.20%,6.97%,18.78%,-2.81%,35.12%,63.14,-0.91%,0.00%
195,FOXA,Fox Corporation,Communication Services,Entertainment,USA,17413.7,11.68,37.31,-1.22%,2132481,9.88,0.86,1.25,1.65,4.59,16.11,-5.77%,14.16%,-7.92%,13.51%,6.98%,1.42%,7.06%,15.02%,8.36%,3.24,2.94,0.76,0.77,31.92%,17.49%,11.19%,8/6/2024 8:30:00 AM,262.9,229.25,50.88%,-0.04%,55.21%,-1.15%,10.63%,9.11,2674.28,-0.53%,7.27%,17.85%,15.12%,11.94%,25.75%,1.70%,1.74%,2.39,0.8,0.76,0.64,1.81%,6.49%,17.60%,-3.22%,31.91%,61.29,-1.27%,0.05%
196,FRT,Federal Realty Investment Trust.,Real Estate,REIT - Retail,USA,9330.22,33.0,112.48,-0.28%,979456,36.76,3.12,8.0,3.32,90.38,31.18,2.17%,6.96%,-2.50%,10.59%,5.48%,3.89%,3.46%,9.79%,3.67%,,,1.55,1.55,39.11%,35.00%,24.06%,8/1/2024 4:30:00 PM,82.78,82.24,0.86%,0.00%,97.48%,2.99%,1.90%,3.05,513.7,2.67%,11.75%,7.22%,8.95%,11.65%,9.15%,2.34%,1.81%,1.78,1.91,1.25,2.11,4.47%,8.87%,12.24%,-1.72%,31.42%,65.92,-2.19%,1.95%
197,FSLR,First Solar Inc,Technology,Solar,USA,22806.47,19.03,213.04,-2.50%,2780911,10.08,0.32,6.06,3.14,13.04,,75.18%,55.92%,41.58%,58.90%,9.81%,,12.03%,18.11%,15.58%,2.23,1.65,0.06,0.09,45.59%,35.62%,31.97%,7/30/2024 4:30:00 PM,106.85,101.02,5.63%,-2.55%,88.68%,2.01%,4.64%,1.47,3182.52,-6.04%,-7.82%,18.02%,44.06%,9.66%,23.66%,6.47%,4.77%,1.64,0.87,1.43,12.29,-3.51%,-13.12%,17.26%,-30.55%,64.88%,42.75,-1.69%,-0.82%
198,FTNT,Fortinet Inc,Technology,Software - Infrastructure,USA,43170.25,36.85,56.51,-1.21%,5940307,29.07,3.44,8.0,,14.28,25.5,7.71%,10.73%,30.73%,10.71%,24.22%,,16.55%,,140.23%,1.2,1.08,,,76.95%,23.80%,22.23%,8/6/2024 4:30:00 PM,761.0,629.53,17.59%,-0.37%,68.16%,-4.27%,2.70%,2.97,5725.61,-0.86%,-6.95%,-13.33%,-14.96%,-23.96%,-3.45%,2.59%,2.47%,2.39,1.04,0.98,1.5,-3.56%,-4.71%,-7.57%,-26.84%,28.08%,37.34,-0.19%,-1.01%
199,FTV,Fortive Corp,Technology,Scientific & Technical Instruments,USA,23977.27,27.46,68.44,-2.87%,2909871,16.52,3.39,3.9,2.28,37.23,18.36,11.19%,8.64%,-21.58%,8.10%,0.13%,0.45%,5.37%,8.66%,6.30%,1.21,0.93,0.34,0.38,59.67%,18.57%,14.39%,7/24/2024 8:30:00 AM,350.7,348.99,0.39%,-17.13%,97.30%,-8.31%,0.68%,1.4,1684.44,-3.59%,-5.31%,-10.07%,-16.77%,-12.57%,-7.05%,2.17%,2.36%,1.86,1.73,1.12,1.85,-7.39%,-7.21%,-9.47%,-21.42%,8.55%,33.85,-1.93%,-0.95%
200,GD,General Dynamics Corp.,Industrials,Aerospace & Defense,USA,80342.93,22.79,292.39,-0.36%,990886,17.81,1.57,1.79,3.65,58.99,37.16,20.77%,13.06%,1.46%,14.55%,3.25%,1.91%,6.53%,17.08%,11.49%,1.33,0.8,0.4,0.5,15.67%,10.09%,7.89%,7/24/2024 8:30:00 AM,273.6,273.04,0.63%,-6.86%,87.62%,-0.93%,0.63%,1.68,1019.98,0.69%,2.64%,1.75%,9.56%,29.23%,12.60%,2.04%,1.72%,1.78,0.97,0.61,5.7,1.38%,-0.03%,7.36%,-3.42%,36.29%,51.89,-0.10%,-0.26%
201,GDDY,Godaddy Inc,Technology,Software - Infrastructure,USA,21317.17,12.1,151.25,6.96%,2407751,23.09,,4.85,136.27,47.91,18.53,-29.69%,1.25%,84.46%,-1.90%,9.82%,,24.95%,6141.30%,44.89%,0.48,0.55,24.69,24.8,56.33%,16.42%,41.20%,8/1/2024 4:30:00 PM,142.05,140.06,0.62%,-16.95%,99.31%,-1.87%,2.45%,1.85,1851.95,5.29%,5.26%,21.65%,39.48%,100.25%,42.47%,2.53%,1.92%,1.94,1.3,1.12,3.46,4.68%,6.92%,29.80%,1.71%,118.63%,64.83,2.95%,3.89%
202,GE,GE Aerospace,Industrials,Aerospace & Defense,USA,173793.21,38.04,160.28,-5.58%,8207449,31.37,1.28,2.81,9.34,11.25,31.96,83.27%,24.39%,,29.63%,-6.11%,0.61%,3.22%,18.50%,12.39%,1.14,0.85,1.01,1.12,28.45%,9.33%,7.49%,7/23/2024 8:30:00 AM,1088.42,1079.9,0.41%,-2.02%,78.47%,-3.28%,1.03%,1.88,5913.76,-5.61%,-1.67%,-1.45%,48.42%,79.49%,57.46%,3.77%,3.20%,1.28,1.39,1.19,5.89,-2.26%,-1.55%,23.49%,-9.55%,90.44%,45.66,-3.20%,-2.46%
203,GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,USA,38103.71,24.21,83.44,0.05%,2986318,17.55,2.24,1.95,4.88,18.92,23.56,8.21%,11.80%,-2.54%,10.80%,4.14%,0.14%,4.94%,21.26%,9.67%,1.01,0.77,1.09,1.24,40.97%,13.88%,8.10%,7/31/2024 8:30:00 AM,455.34,424.64,7.01%,-0.28%,75.10%,,2.99%,4.7,2702.64,3.65%,8.03%,7.21%,12.23%,8.94%,7.92%,4.66%,2.59%,1.84,1.1,1.37,2.26,3.57%,5.66%,5.68%,-11.70%,33.83%,62.11,0.77%,-0.72%
204,GEN,Gen Digital Inc,Technology,Software - Infrastructure,USA,15478.68,26.35,25.16,-0.32%,5833432,10.25,2.3,4.04,7.13,24.04,7.43,12.50%,11.34%,81.21%,11.45%,9.40%,2.05%,3.90%,28.23%,6.64%,0.3,0.51,3.65,4.33,75.02%,30.93%,15.87%,8/1/2024 4:30:00 PM,623.0,557.97,9.30%,-2.16%,86.85%,-0.46%,3.20%,3.35,5328.39,-3.56%,1.94%,27.85%,5.18%,34.19%,10.25%,3.04%,2.25%,2.44,1.09,0.77,0.62,-0.67%,1.08%,13.10%,-4.59%,53.60%,49.46,0.96%,-1.27%
205,GEV,GE Vernova Inc.,Utilities,Utilities - Renewable,USA,45267.8,,164.73,-5.34%,3313552,27.89,,,4.99,7.83,,268.90%,67.30%,,,0.97%,0.16%,,,,1.01,0.74,0.0,0.0,,,,7/24/2024 8:30:00 AM,274.8,274.58,0.08%,0.00%,32.24%,,1.60%,1.36,3226.94,-4.84%,-4.60%,7.09%,,,25.51%,5.52%,4.71%,1.76,1.03,,9.34,-3.99%,-4.02%,2.13%,-11.20%,43.24%,46.38,-2.40%,-3.02%
206,GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,USA,95643.9,214.02,76.77,0.37%,6457465,10.69,41.2,3.49,5.45,15.79,12.11,-44.20%,91.54%,1.55%,5.20%,4.16%,4.04%,0.82%,2.51%,1.24%,1.08,0.94,1.23,1.44,77.68%,34.04%,1.77%,8/8/2024 4:30:00 PM,1246.0,1243.87,0.16%,-0.71%,85.32%,0.85%,1.71%,2.89,7347.76,-0.31%,15.29%,17.51%,-1.78%,1.44%,-5.23%,2.41%,2.40%,2.19,0.88,0.19,1.89,5.79%,11.76%,4.46%,-12.63%,23.68%,67.09,-1.31%,1.70%
