No.,Ticker,Company,Combined_Rank,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank
150,TT,Trane Technologies plc,3463,131,7,13,14,13,5,12,10,6,10,8,3,4,4,13,9,42562.51,19.99,6.88,71.9,27,8.86,1.65,9.9,0.79,88.4,0.98,0.21,6.5,1379.47,1.05,Industrials,Building Products & Equipment,Ireland,24.02,182.07,-0.46%,1695714,2.16,2.66,34.87,8.40%,11.10%,2.40%,29.70%,18.70%,1.1,0.8,0.62,31.00%,15.10%,11.00%,2/2/2023 8:30,230.2,227.99,0.10%,-23.09%,1.01%,1.63,2.56%,23.31%,19.09%,8.32%,2.24%,2.47%,3,1.23,0.026857802,-1.79%,0.01%,12.68%,-7.21%,50.92%,47.84,0.84%,-1.28%,180,342,362,334,134,321,267,152,256,206,95,114,111,347,242
151,AAPL,Apple Inc.,3448,131,0,16,18,8,9,18,14,0,15,17,1,0,1,0,14,2549370.78,24.25,44.89,30.86,8.9,-0.2,0.57,27.5,1.96,60.1,0.7,7.26,18.31,70856.61,1.29,Technology,Consumer Electronics,USA,27.23,160.25,0.83%,59166509,3.35,6.58,49.64,21.60%,8.13%,11.50%,163.50%,58.30%,0.9,0.9,1.76,43.10%,29.40%,24.60%,2/2/2023 16:30,15892.72,15810.14,0.07%,-5.99%,-0.46%,1.56,3.39%,4.92%,-5.85%,23.34%,2.20%,2.08%,2,0.84,0.022028081,5.36%,8.03%,8.36%,-10.78%,29.06%,65.86,0.87%,-0.04%,1,409,457,202,229,472,377,10,388,452,36,24,32,2,357
152,VTRS,Viatris Inc.,3494,132,17,0,0,1,0,18,1,12,11,14,10,18,17,1,12,11249.09,3.22,0.54,5.72,262.6,-0.92,5.14,4.1,0.91,77.1,1.72,-19.15,-14.01,9349.77,1.21,Healthcare,Drug Manufacturers - Specialty & Generic,USA,5.47,9.33,1.41%,7014692,,0.69,8.41,2.10%,-4.35%,6.40%,10.30%,2.20%,1.6,1.1,0.85,43.20%,9.90%,12.80%,2/27/2023 8:30,1213,1193.82,0.26%,-0.78%,2.10%,2.2,-1.06%,4.36%,-14.25%,-16.17%,3.04%,2.91%,2.5,0.75,0.032154341,-9.31%,-16.64%,-11.32%,-24.75%,10.81%,25.03,1.97%,-0.54%,443,3,5,33,12,475,40,307,285,358,257,468,430,51,327
153,CE,Celanese Corporation,3540,132,17,1,5,3,10,3,6,5,16,2,12,15,8,15,14,11406.42,7,1.96,11.65,2.1,21.24,2.76,10.4,2.6,96.6,2.11,-11.5,-1.43,1119.33,1.32,Basic Materials,Chemicals,USA,5.83,101.58,2.04%,2070035,2.19,1.18,,20.50%,2.67%,9.50%,37.70%,9.20%,1.6,0.9,2.37,24.60%,14.20%,19.60%,2/23/2023 16:30,108.51,108.11,0.20%,0.54%,-0.49%,2.03,-1.38%,8.14%,-28.21%,-0.65%,3.70%,3.79%,2.6,1.85,0.041248277,-8.87%,-13.26%,-7.91%,-37.05%,17.16%,36.19,3.65%,-1.56%,438,39,139,84,268,88,167,144,417,62,313,401,226,384,370
154,HES,Hess Corporation,3504,132,7,6,12,3,0,1,11,5,12,8,8,14,16,11,18,38284.25,12.41,4.78,11.81,274.6,38.18,1.43,9.9,1.08,88.4,1.52,-9.8,-12.69,1784.71,1.6,Energy,Oil & Gas E&P,USA,18.1,122.49,1.60%,2065199,0.23,3.38,15.4,20.30%,78.10%,15.70%,29.10%,16.50%,1.6,1.6,1.08,68.40%,33.50%,18.50%,1/25/2023 8:30,306.3,276,0.10%,-65.90%,-0.09%,2.36,3.52%,7.07%,15.32%,-13.63%,3.84%,3.88%,2.3,1.16,0.044003592,-6.04%,-12.63%,-4.05%,-23.69%,35.59%,39.65,3.98%,-2.29%,201,156,303,87,11,38,295,150,312,205,215,376,410,290,455
155,STLD,"Steel Dynamics, Inc.",3559,132,13,6,6,1,4,19,10,0,4,9,14,13,6,10,17,19019.19,12.73,2.33,5.74,34.5,-36,1.57,28.1,0.38,85.7,2.68,-8.92,3.41,1893.95,1.54,Basic Materials,Steel,USA,5.21,108.39,0.83%,1539273,0.19,0.85,8.43,51.50%,28.06%,18.50%,50.40%,35.30%,3.8,2.2,0.37,27.50%,22.90%,17.40%,1/25/2023 16:30,174.71,165.28,5.80%,-0.24%,-3.27%,2.34,4.31%,49.38%,26.83%,10.94%,4.59%,4.66%,2.7,0.81,0.050650429,-9.18%,-8.78%,16.13%,-20.57%,73.59%,40.73,3.26%,-2.35%,329,170,173,34,122,501,275,8,117,241,370,352,153,273,441
156,ETN,Eaton Corporation plc,3484,132,4,11,10,14,7,11,9,8,6,10,5,10,6,10,11,66848.58,17.87,3.82,105.11,15.1,10.4,2.1,7,0.51,85.1,1.15,-5.29,3.49,1917.1,1.13,Industrials,Specialty Industrial Machinery,Ireland,26.65,163.64,-0.55%,2194939,3,3.22,120.45,-1.20%,8.88%,0.30%,14.90%,10.20%,1.4,0.8,0.49,33.20%,14.70%,11.90%,2/8/2023 8:30,398.1,396.2,0.20%,-9.61%,0.19%,2.38,2.18%,21.10%,7.35%,4.26%,2.25%,2.36%,2.2,1.14,0.027682718,-4.01%,-2.17%,8.46%,-8.45%,33.58%,43.62,0.57%,-1.11%,112,298,265,368,193,281,229,212,160,256,130,271,152,269,288
157,WMT,Walmart Inc.,3528,132,0,14,12,18,10,11,10,10,9,19,2,4,9,3,1,379333.44,21.03,5.32,3000,2.7,10.29,1.61,5.6,0.71,32.9,0.91,-0.2,-2.33,6252.6,0.49,Consumer Defensive,Discount Stores,USA,33.19,141.8,0.82%,7582328,9.04,0.62,32.74,2.10%,3.67%,3.30%,17.90%,14.30%,0.9,0.2,0.53,24.10%,3.50%,2.30%,2/21/2023 8:30,2711,1383.27,0.90%,-74.36%,-0.56%,2.01,1.72%,6.30%,-0.11%,0.01%,1.39%,1.42%,2,1.21,0.015373766,1.51%,-0.05%,3.45%,-11.80%,20.92%,54.27,0.56%,0.26%,15,359,322,468,265,284,270,258,234,479,75,121,241,93,44
158,NWSA,News Corporation,3550,132,18,14,1,11,2,0,12,15,4,0,8,12,13,7,15,9557.63,21.92,1.15,49.52,89.1,60.17,1.23,1.8,0.37,99.1,1.56,-7.31,-8.52,2848.25,1.33,Communication Services,Entertainment,USA,31.8,16.22,0.25%,2939132,,0.94,7.2,23.10%,-2.38%,5.00%,3.70%,6.70%,1.3,1.2,0.37,49.20%,3.60%,2.90%,2/9/2023 16:30,576,495.38,0.10%,-3.87%,-0.69%,2.71,1.95%,3.38%,-26.00%,-10.88%,2.11%,2.25%,2,1.03,0.027127004,-1.74%,-11.74%,-6.49%,-29.69%,9.08%,39.75,0.81%,-0.56%,464,376,41,289,52,25,319,395,108,11,225,316,350,201,378
159,NFLX,"Netflix, Inc.",3556,132,1,15,14,14,13,2,16,6,9,12,10,3,2,2,13,149407.6,22.83,7.04,92.31,-14.4,25.28,0,9.6,0.69,80.3,1.85,1.46,10.21,7818.86,1.27,Communication Services,Entertainment,USA,35.94,328.39,2.50%,12988696,2.25,4.73,24.66,44.90%,15.97%,22.00%,23.10%,12.80%,1.2,1.2,0.69,39.40%,17.80%,14.20%,1/19/2023 16:30,445.2,438.6,1.44%,-0.06%,2.88%,1.04,8.20%,38.53%,-12.31%,11.36%,4.08%,3.51%,2.3,1.66,0.037516368,6.68%,-1.38%,22.77%,-17.18%,101.83%,56.83,2.42%,0.08%,48,388,365,360,349,62,414,158,232,321,276,91,75,67,350
160,WM,"Waste Management, Inc.",3525,132,4,15,15,13,5,9,9,7,15,8,4,3,10,11,4,64056.11,23.03,9.23,73.46,25.6,11.75,1.81,7.4,2.19,87.8,1.09,2.3,-3.02,1778.22,0.72,Industrials,Waste Management,USA,28.64,154.46,2.50%,2018614,3.27,3.25,182.5,-1.30%,8.75%,6.30%,31.80%,12.30%,0.8,0.8,2.13,46.90%,17.10%,11.40%,2/1/2023 8:30,409.2,407.05,0.10%,-8.18%,5.21%,2.5,0.86%,-7.44%,0.59%,-1.54%,1.83%,1.75%,2.4,1.14,0.018192412,1.86%,1.48%,-2.81%,-12.23%,11.21%,54.98,2.19%,0.30%,117,391,391,340,137,231,251,199,401,214,121,79,256,292,105
161,NOW,"ServiceNow, Inc.",3509,132,3,18,17,10,4,2,16,14,3,6,10,6,2,12,9,87722.85,38.14,17.43,40.37,41,23.5,0,2.8,0.3,90.8,1.73,-1.99,10.46,1613.39,1.04,Technology,Software - Application,USA,271.07,432.9,-1.72%,922661,11.42,12.11,20.5,34.10%,23.74%,30.40%,7.30%,4.30%,1.1,1.1,0.3,78.30%,4.90%,4.50%,1/25/2023 16:30,202.64,200.49,0.10%,-31.23%,-0.19%,2.15,-1.84%,11.87%,-23.78%,11.49%,3.11%,2.95%,1.8,0.57,0.033171633,-0.21%,-2.02%,0.88%,-28.04%,28.46%,48.26,-1.35%,-0.37%,89,472,436,254,108,71,418,363,90,167,259,161,72,313,236
162,WELL,Welltower Inc.,3584,132,8,19,3,15,7,0,3,17,9,0,14,15,4,9,9,34119.91,57.87,1.61,173.02,14.1,69.72,3.62,0.4,0.72,98.92,2.57,-11.41,5.49,2286.7,1.06,Real Estate,REIT - Healthcare Facilities,USA,244.49,67.48,2.62%,1576651,4.1,5.82,54.01,-3.60%,59.60%,6.30%,0.70%,2.00%,,,0.72,39.80%,12.10%,2.40%,2/15/2023 16:30,483.31,472.18,0.07%,0.00%,0.95%,5.3,-1.85%,-1.13%,-27.31%,2.94%,2.89%,2.79%,2.1,0.69,0.030527564,-5.77%,-8.05%,-7.04%,-32.13%,19.43%,38.55,3.12%,-0.49%,226,492,91,390,200,22,98,451,236,15,361,399,122,237,244
163,FRC,First Republic Bank,3544,133,19,0,0,19,9,1,0,17,2,1,15,19,19,0,12,3364.52,1.76,0.16,3000,7.5,51.83,8.74,0.8,0.09,97.2,2.76,-89.97,-89.82,24814.9,1.2,Financial,Banks - Regional,USA,1.5,12.36,-1.36%,72473624,,0.59,0.55,12.60%,,18.50%,11.50%,28.20%,,,0.09,,82.60%,26.30%,1/13/2023 8:30,184,181.39,0.20%,0.00%,0.63%,0.2,-46.33%,-90.83%,-92.49%,-89.86%,36.47%,31.79%,2.1,2.92,0.84223301,-83.23%,-88.82%,-90.57%,-92.90%,7.29%,15.24,3.52%,-4.71%,502,1,1,502,238,27,4,442,54,48,380,503,503,17,322
164,ALL,The Allstate Corporation,3559,133,9,2,4,2,19,0,4,19,6,12,8,18,18,10,2,29653.89,7.94,1.8,7.86,-130.8,89.75,3.37,-1.5,0.51,81.5,1.46,-19.92,-21.58,1861.17,0.61,Financial,Insurance - Property & Casualty,USA,,105.59,0.01%,2893016,,0.58,40.29,-21.60%,-2.19%,5.40%,-8.00%,-5.80%,,,0.51,,-3.60%,-2.80%,2/1/2023 16:30,264.3,261.64,0.66%,-4.59%,1.08%,2.05,0.46%,-17.49%,-22.96%,-22.13%,3.43%,2.96%,2.3,1.55,0.03636708,-11.11%,-16.88%,-17.18%,-26.91%,1.22%,28.67,1.23%,-1.20%,250,59,120,54,487,18,120,480,163,305,207,472,476,277,71
165,LYB,LyondellBasell Industries N.V.,3504,133,10,2,6,7,15,4,1,5,11,16,15,13,5,10,13,28341.29,8.11,2.13,28.83,-29.5,17.74,5.5,10.5,0.9,71.9,2.78,-8.54,5.19,1973.22,1.22,Basic Materials,Specialty Chemicals,USA,7.28,86.57,0.97%,2952468,2.05,0.56,13.18,3.00%,3.54%,7.90%,31.20%,17.60%,1.8,1,0.84,13.10%,10.10%,7.70%,2/3/2023 8:30,310,254.76,0.10%,-90.06%,-0.31%,3.58,2.23%,15.26%,-12.99%,4.26%,2.72%,2.78%,2.8,1.5,0.03107312,-4.84%,-7.80%,-0.50%,-23.07%,21.14%,39.03,2.27%,-1.27%,257,67,159,193,398,115,30,143,284,403,385,346,129,265,330
166,PYPL,"PayPal Holdings, Inc.",3577,133,3,7,10,4,16,5,19,13,6,14,11,6,4,1,14,85143,13.13,4.15,16.67,-40.6,15.29,0,3.1,0.53,76,1.96,-1.74,6.75,13443.6,1.31,Financial,Credit Services,USA,35.26,73.88,1.82%,9174706,2.42,3.09,7.83,5.20%,14.59%,16.00%,12.00%,9.30%,1.3,1.3,0.51,42.30%,13.90%,8.80%,2/9/2023 16:30,1139,1124.64,0.24%,0.95%,1.35%,1.64,1.22%,-15.72%,-35.56%,3.73%,3.55%,2.93%,2.1,0.68,0.033838657,-0.56%,-4.57%,-9.57%,-39.89%,11.29%,46.63,2.67%,-0.83%,94,180,275,118,426,151,494,342,172,369,290,153,109,36,368
167,CSX,CSX Corporation,3591,133,4,7,11,6,7,12,10,5,13,14,4,12,14,1,13,59115.1,13.91,4.65,22.44,16,8.96,1.56,10.1,1.43,76,1.06,-7.83,-9.51,13691.5,1.23,Industrials,Railroads,USA,14.5,28.25,0.61%,13727036,1.76,3.98,28.33,22.10%,8.25%,5.40%,32.20%,15.60%,1.6,1.4,1.42,71.00%,40.60%,28.00%,1/25/2023 16:30,2076,2045.7,0.26%,0.00%,-2.16%,1.58,-2.28%,-1.12%,-22.37%,-8.81%,2.45%,2.53%,2.2,1,0.026548673,-5.12%,-8.34%,-7.67%,-25.99%,9.50%,35.05,1.69%,-1.07%,124,196,297,156,186,318,276,147,347,370,113,325,369,33,334
168,ON,ON Semiconductor Corporation,3504,133,8,8,13,5,2,5,19,2,6,19,19,5,1,3,18,34564.76,15.12,5.43,21.23,86.8,16.43,0,17.3,0.52,0,6.09,-0.74,19.63,6899.94,1.75,Technology,Semiconductors,USA,18.31,77.81,-3.90%,5789809,1.05,4.15,11.84,38.20%,17.47%,8.50%,34.20%,20.80%,2.8,2,0.5,49.00%,29.10%,22.80%,2/6/2023 8:30,432.3,430.73,0.10%,-2.44%,0.83%,3.8,-0.60%,19.78%,28.85%,24.76%,4.45%,4.12%,2.1,0.84,0.045623956,-1.58%,0.75%,15.25%,-11.13%,73.84%,47.85,-2.52%,-1.42%,223,226,328,147,55,131,489,59,171,490,479,131,27,78,470
169,EMR,Emerson Electric Co.,3539,133,6,11,11,10,4,10,7,3,11,14,4,4,17,6,15,47995.8,18.09,4.51,42.82,41.6,10.54,2.51,13.5,0.93,76.1,1.09,0.7,-14.35,3670.77,1.39,Industrials,Specialty Industrial Machinery,USA,18.5,82.89,-0.25%,2269233,,2.59,21.13,16.20%,,5.20%,44.50%,11.90%,1.1,0.9,0.76,43.10%,16.50%,25.20%,2/8/2023 8:30,583.6,565.69,0.20%,-8.19%,-0.28%,1.68,2.54%,9.74%,-14.80%,-13.71%,1.93%,2.18%,,0.62,0.025334781,-0.41%,-4.32%,-4.21%,-17.11%,14.48%,45.64,0.61%,-0.85%,153,302,292,266,107,272,192,91,288,368,120,106,432,153,397
170,AMD,"Advanced Micro Devices, Inc.",3538,133,1,15,8,11,18,1,17,15,1,16,12,0,0,0,18,155835.51,22.64,2.89,50.03,-67.3,41.96,0,2,0.05,70.7,2.13,22.82,44.73,61427.01,1.9,Technology,Semiconductors,USA,110.68,97.95,-2.32%,64705399,10.94,6.6,26.62,21.90%,10.12%,35.10%,2.40%,2.40%,2.4,1.8,0.05,44.90%,5.40%,5.60%,1/31/2023 16:30,1618,1606.7,0.50%,-2.39%,3.30%,0.56,0.11%,40.94%,-14.02%,51.23%,4.72%,4.47%,2,1.05,0.04359367,12.90%,20.21%,25.91%,-22.06%,79.49%,68.61,-1.25%,-1.09%,45,384,215,292,464,33,448,391,45,414,315,3,7,5,477
171,PEAK,"Healthpeak Properties, Inc.",3507,133,17,19,4,16,0,3,0,12,11,1,3,18,17,5,7,11791.57,44.49,1.69,3000,324.5,22.4,5.74,3.6,0.98,97.5,1,-16.53,-16.46,4406.59,0.9,Real Estate,REIT - Healthcare Facilities,USA,23.05,20.91,3.00%,5073245,,5.72,163.77,0.00%,,2.20%,8.70%,5.00%,,,0.96,58.40%,18.10%,27.20%,2/7/2023 16:30,537.92,535.96,0.27%,1.17%,-2.21%,1.22,0.82%,-14.83%,-37.26%,-16.59%,2.50%,2.93%,2,1.15,0.031085605,-6.90%,-16.55%,-17.42%,-41.46%,3.46%,30.47,3.16%,-0.15%,431,486,105,412,9,79,25,321,295,42,98,454,445,128,177
172,CSGP,"CoStar Group, Inc.",3561,133,10,19,10,12,5,1,16,11,2,0,5,10,17,9,6,27645.57,48.34,3.95,62.35,25.1,27.67,0,4.7,0.14,99.17,1.18,-5.09,-13.86,2091.65,0.89,Real Estate,Real Estate Services,USA,72.43,67.14,1.96%,3402503,3.62,12.67,5.56,21.90%,20.00%,17.70%,5.90%,4.20%,13.9,13.9,0.14,81.00%,20.70%,16.90%,2/21/2023 16:30,404.19,402.42,0.80%,-1.37%,4.22%,2.28,0.31%,-4.22%,0.48%,-13.12%,2.16%,2.09%,1.8,1.63,0.024575514,-2.53%,-9.38%,-7.60%,-21.35%,25.48%,38.36,1.96%,0.00%,265,489,272,322,139,51,410,287,60,10,139,264,429,249,175
173,HBAN,Huntington Bancshares Incorporated,3601,134,14,1,1,1,2,17,0,16,7,10,16,19,19,0,11,16821.11,6.98,1,5.77,61.9,2.46,5.75,1.2,0.61,83.7,3.14,-28.56,-23,19535.48,1.15,Financial,Banks - Regional,USA,7.43,10.78,0.94%,21343729,,2.82,1.77,10.80%,-2.15%,11.70%,13.60%,17.80%,,,0.61,,83.50%,35.60%,1/20/2023 8:30,1442.9,1430.17,0.60%,-2.42%,1.57%,2.3,4.26%,-19.61%,-28.09%,-23.55%,4.38%,5.58%,2.7,1.09,0.065862709,-17.17%,-24.07%,-22.29%,-31.51%,8.45%,28.11,2.67%,-1.69%,364,37,27,35,72,448,24,417,199,273,409,493,484,24,295
174,STT,State Street Corporation,3512,134,11,1,1,0,11,10,4,17,8,6,8,18,14,7,18,25706.59,7.49,1.11,2.48,0,10.68,3.52,0.9,0.65,91.6,1.55,-17.75,-8.97,3056.16,1.62,Financial,Asset Management,USA,9.97,71.65,-1.43%,2696999,1.07,6.29,0.19,4.20%,9.30%,7.30%,11.20%,5.20%,,,0.65,,61.70%,65.10%,1/20/2023 8:30,359.14,343.29,0.10%,-8.95%,-0.55%,1.74,-0.17%,8.43%,-18.10%,-7.63%,3.06%,3.07%,2.4,0.88,0.042428472,-11.93%,-16.63%,-3.77%,-24.37%,22.24%,32.32,0.93%,-2.34%,278,48,37,4,278,267,110,429,213,153,224,462,361,189,459
175,SRE,Sempra,3586,134,6,8,4,16,2,15,4,14,12,7,2,13,14,13,4,45949.46,14.88,1.71,3000,65.2,6.84,3.33,2.7,1.1,89.1,0.88,-8.27,-8.91,1351.41,0.74,Utilities,Utilities - Diversified,USA,21.57,142.78,2.21%,1178092,5.21,3.18,124.19,13.00%,4.14%,8.50%,8.10%,3.20%,0.6,0.6,0.94,,15.90%,14.50%,2/28/2023 8:30,314.73,310.86,0.05%,-26.18%,-0.48%,2.03,-1.76%,-13.04%,-10.44%,-7.61%,2.49%,2.43%,2.2,0.87,0.025423729,-3.31%,-7.30%,-8.69%,-19.09%,4.57%,39.07,2.13%,0.08%,166,217,108,417,66,384,123,366,315,195,67,339,358,352,113
176,PEG,Public Service Enterprise Group Incorporated,3570,134,9,9,6,19,0,14,3,15,14,15,4,7,9,8,2,29643.34,15.84,2.13,3000,260.1,7.88,3.88,2.1,1.48,72.9,1.09,-2.91,-2.84,2438.82,0.58,Utilities,Utilities - Regulated Electric,USA,28.55,58.78,3.60%,1906172,15.01,3.02,63.75,4.70%,1.90%,1.50%,7.60%,4.10%,0.6,0.5,1.2,,14.10%,10.50%,2/21/2023 8:30,498.77,498.29,0.10%,-1.50%,0.30%,2.22,0.43%,-8.11%,-12.01%,-4.06%,2.85%,2.68%,2.3,0.78,0.025859136,-0.15%,-2.57%,-3.90%,-22.26%,11.94%,48.68,3.27%,0.32%,251,242,158,484,14,353,85,384,353,394,123,188,249,225,67
177,DLTR,"Dollar Tree, Inc.",3529,134,9,11,9,5,5,4,18,8,1,19,17,7,9,9,3,30806.96,17.32,3.47,19.14,24.3,17.97,0,7.1,0,0,3.61,-2.81,-1.99,2255.37,0.67,Consumer Defensive,Discount Stores,USA,19.07,137.39,1.42%,1951917,1.2,1.09,47.93,8.30%,15.86%,5.00%,19.20%,14.30%,1.5,0.2,0.39,31.50%,7.90%,5.70%,3/1/2023 8:30,221.1,218.28,0.10%,3.27%,1.28%,3.49,0.17%,-1.39%,-11.45%,-2.86%,2.94%,2.92%,2.5,0.87,0.028386345,-3.28%,-5.80%,-8.83%,-22.46%,10.12%,40.77,2.13%,-0.69%,241,288,249,130,145,111,457,207,33,481,432,186,235,241,93
178,PEP,"PepsiCo, Inc.",3539,134,0,15,16,19,7,13,7,6,16,15,2,3,9,4,2,248594.82,22.76,14.35,3000,15.4,8.66,2.57,9.6,2.28,74,0.82,1.58,-1.87,4750.83,0.54,Consumer Defensive,Beverages - Non-Alcoholic,USA,27.65,179.09,1.96%,3713728,3.66,2.88,46.48,4.90%,7.55%,6.30%,48.90%,16.90%,0.8,0.6,2.08,53.50%,12.90%,10.30%,2/9/2023 8:30,1377.25,1374.97,0.10%,-8.53%,-0.02%,2.37,2.26%,6.22%,9.55%,-0.87%,1.38%,1.47%,2.5,0.78,0.015076219,2.64%,3.14%,2.97%,-4.15%,15.65%,61.67,1.44%,0.51%,25,387,427,491,190,329,186,160,407,387,56,88,232,121,53
179,CMG,"Chipotle Mexican Grill, Inc.",3520,134,6,18,17,12,4,3,16,3,1,2,16,1,2,19,14,45316.57,31.78,18.99,53.69,39.9,21.83,0,13.4,0,96.3,3.06,6.68,13.97,286.47,1.3,Consumer Cyclical,Restaurants,USA,50.66,1624.25,-0.51%,228390,2.04,5.25,50.4,39.00%,24.88%,14.00%,40.00%,37.10%,1.3,1.2,0,29.20%,13.40%,10.40%,2/7/2023 16:30,27.68,27.55,0.50%,-9.48%,-0.61%,2.94,0.96%,2.25%,5.36%,17.06%,1.88%,1.97%,1.9,0.8,0.02159766,4.53%,2.76%,7.31%,-7.43%,35.78%,60.55,-0.72%,0.21%,169,459,439,305,109,83,421,94,27,71,404,29,52,496,362
180,MKTX,MarketAxess Holdings Inc.,3556,134,15,19,16,14,11,6,14,2,0,0,14,0,0,19,4,14463.04,43.49,13.38,84.98,-1.8,14.26,0.75,15.5,0,99.6,2.5,10.96,38.86,352.55,0.77,Financial,Capital Markets,USA,58.07,385.99,0.73%,172884,4,20.14,33.58,9.60%,14.51%,12.80%,24.30%,22.10%,,,0,92.60%,45.50%,34.80%,1/25/2023 8:30,37.48,36.67,1.90%,-0.26%,-0.77%,2.6,-0.97%,69.37%,11.36%,38.40%,2.73%,3.11%,2.8,0.49,0.028498148,5.56%,8.32%,35.74%,-2.84%,77.52%,63.24,1.33%,-0.60%,398,483,421,356,291,175,361,73,11,4,355,11,10,486,121
181,PM,Philip Morris International Inc.,3540,135,2,7,19,13,11,12,1,1,19,14,0,14,14,4,4,141574.54,13.13,1000,73.97,-0.2,9.4,5.6,19.5,100,77,0.53,-9.1,-9.72,4618.76,0.71,Consumer Defensive,Tobacco,USA,15.61,90.75,0.53%,3897406,4,4.46,44.15,3.50%,3.91%,2.00%,-96.90%,29.30%,0.7,0.4,,64.60%,38.60%,28.40%,2/9/2023 8:30,1550,1548.19,0.15%,-6.40%,0.57%,1.79,-4.26%,-5.26%,-0.55%,-10.33%,1.99%,1.74%,2.3,0.84,0.020275482,-6.50%,-9.27%,-6.33%,-17.36%,9.54%,26.8,0.03%,0.50%,53,179,491,342,281,306,27,41,493,359,7,358,374,125,104
182,WTW,Willis Towers Watson Public Limited Company,3591,135,11,7,7,13,17,4,11,13,5,1,2,9,13,18,4,24662.5,13.14,2.46,80.86,-43.6,18.99,1.49,3.1,0.47,98.4,0.88,-4.63,-7.13,529.31,0.77,Financial,Insurance Brokers,United Kingdom,23.87,226.22,0.01%,561448,1.42,2.78,,14.80%,16.77%,1.60%,9.70%,6.70%,1.1,1.1,0.45,,13.40%,11.30%,2/9/2023 8:30,109,105.76,0.30%,-10.15%,-0.46%,1.76,1.29%,11.22%,-2.46%,-7.51%,1.81%,2.21%,2.5,1.06,0.023826364,-2.36%,-6.63%,1.45%,-12.63%,20.40%,41.29,1.14%,-1.11%,284,182,190,351,434,102,288,344,147,27,68,248,338,466,122
183,JCI,Johnson Controls International plc,3628,135,7,8,7,19,10,6,7,13,7,1,4,12,15,6,13,41519.15,14.48,2.49,3000,4.4,14.36,2.47,3,0.61,97.8,1.09,-7.75,-9.89,3449.25,1.25,Industrials,Building Products & Equipment,Ireland,31.73,58.23,-0.82%,4130887,1.99,1.63,27.51,25.20%,15.95%,2.10%,7.80%,7.70%,1,0.8,0.49,33.50%,6.30%,5.00%,2/1/2023 8:30,687,685.25,0.20%,-11.06%,0.08%,2.17,1.62%,13.64%,-10.08%,-9.02%,2.22%,2.39%,2.1,1.2,0.029538039,-5.71%,-9.53%,-0.53%,-16.34%,27.92%,36.88,0.33%,-1.14%,183,209,194,498,253,174,196,350,201,37,119,323,380,166,345
184,DG,Dollar General Corporation,3569,135,6,10,14,12,12,9,12,7,0,4,12,10,17,10,0,46733.28,16.27,7.58,55.5,-4.2,11.05,1.15,8.4,0,94.1,2.09,-5.2,-15.84,2030.01,0.33,Consumer Defensive,Discount Stores,USA,19.27,205.81,1.46%,1809404,2.46,1.23,128.85,18.10%,7.85%,9.30%,37.80%,24.50%,1.2,0.1,0.98,31.20%,8.20%,6.10%,3/16/2023 8:30,224.53,222.6,0.10%,-5.00%,-3.35%,2.3,-1.45%,-14.32%,-7.10%,-16.42%,1.96%,1.92%,2.2,0.89,0.021670473,-3.95%,-8.17%,-14.41%,-21.51%,12.31%,32.78,1.59%,-0.13%,160,255,376,309,304,248,325,177,26,104,306,266,443,259,11
